character	guide_name	KEGG_pathway	nt_1_merged	nt_2_merged	targeting_1_merged	targeting_2_merged
non-essential	gspDb3325_273	K02453 gspD; general secretion pathway protein D	485	541	530	542
non-essential	gspDb3325_504	K02453 gspD; general secretion pathway protein D	534	518	772	795
non-essential	gspDb3325_628	K02453 gspD; general secretion pathway protein D	340	372	470	592
non-essential	gspDb3325_853	K02453 gspD; general secretion pathway protein D	549	575	957	793
non-essential	gspDb3325_1160	K02453 gspD; general secretion pathway protein D	546	633	911	958
non-essential	gspDb3325_1215	K02453 gspD; general secretion pathway protein D	491	500	663	629
non-essential	gspDb3325_1565	K02453 gspD; general secretion pathway protein D	595	575	942	872
non-essential	gspDb3325_1693	K02453 gspD; general secretion pathway protein D	400	460	696	651
non-essential	gspDb3325_1904	K02453 gspD; general secretion pathway protein D	368	390	645	600
non-essential	gspEb3326_263	K02454 gspE; general secretion pathway protein E [EC:7.4.2.8]	472	468	554	624
non-essential	gspEb3326_318	K02454 gspE; general secretion pathway protein E [EC:7.4.2.8]	489	568	767	757
non-essential	gspEb3326_472	K02454 gspE; general secretion pathway protein E [EC:7.4.2.8]	539	601	854	830
non-essential	gspEb3326_697	K02454 gspE; general secretion pathway protein E [EC:7.4.2.8]	313	360	509	549
non-essential	gspEb3326_810	K02454 gspE; general secretion pathway protein E [EC:7.4.2.8]	335	343	535	492
non-essential	gspEb3326_1005	K02454 gspE; general secretion pathway protein E [EC:7.4.2.8]	553	541	788	753
non-essential	gspEb3326_1189	K02454 gspE; general secretion pathway protein E [EC:7.4.2.8]	522	522	862	821
non-essential	gspEb3326_1331	K02454 gspE; general secretion pathway protein E [EC:7.4.2.8]	401	407	613	653
non-essential	gspEb3326_1363	K02454 gspE; general secretion pathway protein E [EC:7.4.2.8]	660	731	1003	1015
non-essential	gspFb3327_44	K02455 gspF; general secretion pathway protein F	386	379	742	639
non-essential	gspFb3327_196	K02455 gspF; general secretion pathway protein F	582	619	845	838
non-essential	gspFb3327_247	K02455 gspF; general secretion pathway protein F	633	695	664	748
non-essential	gspFb3327_420	K02455 gspF; general secretion pathway protein F	538	602	779	877
non-essential	gspFb3327_537	K02455 gspF; general secretion pathway protein F	249	307	365	355
non-essential	gspFb3327_615	K02455 gspF; general secretion pathway protein F	423	477	688	682
non-essential	gspFb3327_795	K02455 gspF; general secretion pathway protein F	415	481	623	636
non-essential	gspFb3327_850	K02455 gspF; general secretion pathway protein F	399	439	605	611
non-essential	gspFb3327_1154	K02455 gspF; general secretion pathway protein F	567	526	835	786
non-essential	gspGb3328_83	K02456 gspG; general secretion pathway protein G	540	543	781	859
non-essential	gspGb3328_217	K02456 gspG; general secretion pathway protein G	375	427	592	637
non-essential	gspGb3328_263	K02456 gspG; general secretion pathway protein G	397	425	669	620
non-essential	gspGb3328_400	K02456 gspG; general secretion pathway protein G	532	557	952	877
non-essential	gspHb3329_201	K02457 gspH; general secretion pathway protein H	485	494	626	646
non-essential	gspHb3329_262	K02457 gspH; general secretion pathway protein H	466	541	777	733
non-essential	gspHb3329_390	K02457 gspH; general secretion pathway protein H	577	581	796	859
non-essential	gspIb3330_7	K02458 gspI; general secretion pathway protein I	606	695	1001	990
non-essential	gspIb3330_160	K02458 gspI; general secretion pathway protein I	446	437	441	553
non-essential	gspIb3330_345	K02458 gspI; general secretion pathway protein I	502	521	830	859
non-essential	gspJb3331_55	K02459 gspJ; general secretion pathway protein J	452	501	762	776
non-essential	gspJb3331_116	K02459 gspJ; general secretion pathway protein J	439	457	744	720
non-essential	gspJb3331_329	K02459 gspJ; general secretion pathway protein J	394	443	649	694
non-essential	gspJb3331_449	K02459 gspJ; general secretion pathway protein J	407	400	586	517
non-essential	gspKb3332_80	K02460 gspK; general secretion pathway protein K	548	611	788	867
non-essential	gspKb3332_144	K02460 gspK; general secretion pathway protein K	418	427	610	610
non-essential	gspKb3332_247	K02460 gspK; general secretion pathway protein K	679	722	1116	1070
non-essential	gspKb3332_366	K02460 gspK; general secretion pathway protein K	628	687	863	890
non-essential	gspKb3332_450	K02460 gspK; general secretion pathway protein K	606	639	705	785
non-essential	gspKb3332_586	K02460 gspK; general secretion pathway protein K	383	392	621	597
non-essential	gspKb3332_689	K02460 gspK; general secretion pathway protein K	525	567	637	595
non-essential	gspKb3332_772	K02460 gspK; general secretion pathway protein K	360	409	636	587
non-essential	gspKb3332_836	K02460 gspK; general secretion pathway protein K	533	620	876	965
non-essential	gspKb3332_951	K02460 gspK; general secretion pathway protein K	720	739	1186	1153
non-essential	gspLb3333_0	K02461 gspL; general secretion pathway protein L	479	501	773	777
non-essential	gspLb3333_177	K02461 gspL; general secretion pathway protein L	419	413	649	655
non-essential	gspLb3333_303	K02461 gspL; general secretion pathway protein L	556	614	427	513
non-essential	gspLb3333_364	K02461 gspL; general secretion pathway protein L	458	490	611	625
non-essential	gspLb3333_545	K02461 gspL; general secretion pathway protein L	411	445	654	636
non-essential	gspLb3333_609	K02461 gspL; general secretion pathway protein L	604	725	948	874
non-essential	gspLb3333_741	K02461 gspL; general secretion pathway protein L	374	360	582	601
non-essential	gspLb3333_840	K02461 gspL; general secretion pathway protein L	473	527	636	706
non-essential	gspLb3333_947	K02461 gspL; general secretion pathway protein L	471	529	400	473
non-essential	gspLb3333_1131	K02461 gspL; general secretion pathway protein L	476	486	777	696
non-essential	gspMb3334_40	K02462 gspM; general secretion pathway protein M	551	568	825	871
non-essential	gspMb3334_272	K02462 gspM; general secretion pathway protein M	461	492	763	809
non-essential	gspMb3334_352	K02462 gspM; general secretion pathway protein M	561	651	1037	1014
non-essential	gspOb3335_9	K02464 gspO; general secretion pathway protein O [EC:3.4.23.43 2.1.1.-]	406	401	541	596
non-essential	gspOb3335_166	K02464 gspO; general secretion pathway protein O [EC:3.4.23.43 2.1.1.-]	392	438	325	309
non-essential	gspOb3335_233	K02464 gspO; general secretion pathway protein O [EC:3.4.23.43 2.1.1.-]	618	566	548	614
non-essential	gspOb3335_330	K02464 gspO; general secretion pathway protein O [EC:3.4.23.43 2.1.1.-]	362	437	477	537
non-essential	gspOb3335_448	K02464 gspO; general secretion pathway protein O [EC:3.4.23.43 2.1.1.-]	533	555	589	681
non-essential	gspOb3335_571	K02464 gspO; general secretion pathway protein O [EC:3.4.23.43 2.1.1.-]	413	473	664	735
non-essential	gspOb3335_645	K02464 gspO; general secretion pathway protein O [EC:3.4.23.43 2.1.1.-]	533	495	479	497
non-essential	bfrb3336_51	K03594 bfr; bacterioferritin [EC:1.16.3.1]	542	606	50	102
non-essential	bfrb3336_159	K03594 bfr; bacterioferritin [EC:1.16.3.1]	544	647	92	186
non-essential	bfrb3336_347	K03594 bfr; bacterioferritin [EC:1.16.3.1]	507	556	1	4
non-essential	bfrb3336_410	K03594 bfr; bacterioferritin [EC:1.16.3.1]	571	613	907	929
non-essential	bfdb3337_58	K02192 bfd; bacterioferritin-associated ferredoxin	442	544	661	710
non-essential	chiAb3338_239	K13381 chiA; bifunctional chitinase/lysozyme [EC:3.2.1.14 3.2.1.17]	430	452	666	637
non-essential	chiAb3338_292	K13381 chiA; bifunctional chitinase/lysozyme [EC:3.2.1.14 3.2.1.17]	520	528	737	711
non-essential	chiAb3338_543	K13381 chiA; bifunctional chitinase/lysozyme [EC:3.2.1.14 3.2.1.17]	321	406	289	310
non-essential	chiAb3338_983	K13381 chiA; bifunctional chitinase/lysozyme [EC:3.2.1.14 3.2.1.17]	484	557	511	634
non-essential	chiAb3338_1347	K13381 chiA; bifunctional chitinase/lysozyme [EC:3.2.1.14 3.2.1.17]	608	660	964	947
non-essential	chiAb3338_1557	K13381 chiA; bifunctional chitinase/lysozyme [EC:3.2.1.14 3.2.1.17]	493	533	738	670
non-essential	chiAb3338_1621	K13381 chiA; bifunctional chitinase/lysozyme [EC:3.2.1.14 3.2.1.17]	338	415	403	455
non-essential	chiAb3338_2126	K13381 chiA; bifunctional chitinase/lysozyme [EC:3.2.1.14 3.2.1.17]	512	540	758	806
non-essential	chiAb3338_2392	K13381 chiA; bifunctional chitinase/lysozyme [EC:3.2.1.14 3.2.1.17]	400	448	366	411
non-essential	chiAb3338_2545	K13381 chiA; bifunctional chitinase/lysozyme [EC:3.2.1.14 3.2.1.17]	512	529	395	485
non-essential	tufAb3339_569	K02358 tuf; elongation factor Tu	333	390	23	23
essential	fusAb3340_113	K02355 fusA; elongation factor G	586	651	15	33
essential	fusAb3340_216	K02355 fusA; elongation factor G	511	582	23	44
essential	fusAb3340_557	K02355 fusA; elongation factor G	426	477	3	6
essential	fusAb3340_777	K02355 fusA; elongation factor G	334	387	3	1
essential	fusAb3340_983	K02355 fusA; elongation factor G	355	386	1	4
essential	fusAb3340_1101	K02355 fusA; elongation factor G	523	527	1	4
essential	fusAb3340_1335	K02355 fusA; elongation factor G	391	396	11	21
essential	fusAb3340_1600	K02355 fusA; elongation factor G	506	587	0	7
essential	fusAb3340_1744	K02355 fusA; elongation factor G	551	577	110	140
essential	fusAb3340_1930	K02355 fusA; elongation factor G	392	436	0	5
essential	rpsGb3341_0	K02992 RP-S7; small subunit ribosomal protein S7	573	631	0	8
essential	rpsGb3341_163	K02992 RP-S7; small subunit ribosomal protein S7	343	399	1	4
essential	rpsGb3341_241	K02992 RP-S7; small subunit ribosomal protein S7	325	354	7	9
essential	rpsGb3341_459	K02992 RP-S7; small subunit ribosomal protein S7	505	554	2	7
essential	rpsLb3342_142	K02950 RP-S12; small subunit ribosomal protein S12	382	428	11	20
non-essential	tusBb3343_1	K07237 tusB; tRNA 2-thiouridine synthesizing protein B	621	652	444	593
non-essential	tusBb3343_188	K07237 tusB; tRNA 2-thiouridine synthesizing protein B	587	648	60	88
non-essential	tusBb3343_235	K07237 tusB; tRNA 2-thiouridine synthesizing protein B	394	402	7	7
non-essential	tusCb3344_87	K07236 tusC; tRNA 2-thiouridine synthesizing protein C	370	365	9	35
non-essential	tusCb3344_182	K07236 tusC; tRNA 2-thiouridine synthesizing protein C	427	473	124	152
non-essential	tusCb3344_327	K07236 tusC; tRNA 2-thiouridine synthesizing protein C	533	561	777	833
non-essential	tusDb3345_35	K07235 tusD; tRNA 2-thiouridine synthesizing protein D [EC:2.8.1.-]	520	556	252	384
non-essential	tusDb3345_260	K07235 tusD; tRNA 2-thiouridine synthesizing protein D [EC:2.8.1.-]	356	393	208	282
non-essential	tusDb3345_354	K07235 tusD; tRNA 2-thiouridine synthesizing protein D [EC:2.8.1.-]	500	552	391	486
non-essential	yheOb3346_10	nan	621	633	255	320
non-essential	yheOb3346_138	nan	565	550	16	17
non-essential	yheOb3346_310	nan	462	547	727	701
non-essential	yheOb3346_394	nan	634	592	128	177
non-essential	yheOb3346_456	nan	222	270	331	359
non-essential	yheOb3346_530	nan	404	453	189	218
non-essential	yheOb3346_651	nan	475	516	2	10
non-essential	fkpAb3347_2	K03772 fkpA; FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]	537	563	2	8
non-essential	fkpAb3347_164	K03772 fkpA; FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]	429	411	114	178
non-essential	fkpAb3347_374	K03772 fkpA; FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]	547	593	3	14
non-essential	fkpAb3347_429	K03772 fkpA; FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]	470	524	18	41
non-essential	fkpAb3347_600	K03772 fkpA; FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]	489	560	107	186
non-essential	fkpAb3347_701	K03772 fkpA; FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]	429	436	691	584
non-essential	slyXb3348_4	K03745 slyX; SlyX protein	511	546	0	5
non-essential	slyXb3348_126	K03745 slyX; SlyX protein	516	509	374	497
non-essential	slyDb3349_44	K03775 slyD; FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]	438	481	1	7
non-essential	slyDb3349_183	K03775 slyD; FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]	471	501	7	6
non-essential	slyDb3349_234	K03775 slyD; FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]	549	533	1	7
non-essential	slyDb3349_369	K03775 slyD; FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]	259	297	2	10
non-essential	slyDb3349_425	K03775 slyD; FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]	603	597	34	63
non-essential	yheVb4551_65	K07070 K07070; uncharacterized protein	438	441	763	672
non-essential	yheVb4551_101	K07070 K07070; uncharacterized protein	465	507	71	111
non-essential	kefBb3350_174	K11747 kefB; glutathione-regulated potassium-efflux system protein KefB	350	327	474	564
non-essential	kefBb3350_359	K11747 kefB; glutathione-regulated potassium-efflux system protein KefB	445	491	627	680
non-essential	kefBb3350_449	K11747 kefB; glutathione-regulated potassium-efflux system protein KefB	478	501	611	667
non-essential	kefBb3350_668	K11747 kefB; glutathione-regulated potassium-efflux system protein KefB	298	359	491	505
non-essential	kefBb3350_801	K11747 kefB; glutathione-regulated potassium-efflux system protein KefB	326	387	414	433
non-essential	kefBb3350_1004	K11747 kefB; glutathione-regulated potassium-efflux system protein KefB	318	291	76	99
non-essential	kefBb3350_1263	K11747 kefB; glutathione-regulated potassium-efflux system protein KefB	437	416	658	624
non-essential	kefBb3350_1317	K11747 kefB; glutathione-regulated potassium-efflux system protein KefB	595	639	163	178
non-essential	kefBb3350_1496	K11747 kefB; glutathione-regulated potassium-efflux system protein KefB	481	503	598	626
non-essential	kefBb3350_1752	K11747 kefB; glutathione-regulated potassium-efflux system protein KefB	330	394	293	392
non-essential	kefGb3351_188	K11748 kefG; glutathione-regulated potassium-efflux system ancillary protein KefG	350	325	329	400
non-essential	kefGb3351_436	K11748 kefG; glutathione-regulated potassium-efflux system ancillary protein KefG	344	427	663	616
non-essential	yheSb3352_3	K06158 ABCF3; ATP-binding cassette, subfamily F, member 3	20	16	0	0
non-essential	yheSb3352_262	K06158 ABCF3; ATP-binding cassette, subfamily F, member 3	655	660	7	23
non-essential	yheSb3352_398	K06158 ABCF3; ATP-binding cassette, subfamily F, member 3	499	526	754	806
non-essential	yheSb3352_620	K06158 ABCF3; ATP-binding cassette, subfamily F, member 3	425	485	416	529
non-essential	yheSb3352_918	K06158 ABCF3; ATP-binding cassette, subfamily F, member 3	562	596	473	557
non-essential	yheSb3352_974	K06158 ABCF3; ATP-binding cassette, subfamily F, member 3	473	548	648	746
non-essential	yheSb3352_1153	K06158 ABCF3; ATP-binding cassette, subfamily F, member 3	407	403	511	573
non-essential	yheSb3352_1462	K06158 ABCF3; ATP-binding cassette, subfamily F, member 3	409	384	476	444
non-essential	yheSb3352_1547	K06158 ABCF3; ATP-binding cassette, subfamily F, member 3	541	622	357	410
non-essential	yheTb3353_68	K07019 K07019; uncharacterized protein	366	408	95	152
non-essential	yheTb3353_167	K07019 K07019; uncharacterized protein	522	566	405	560
non-essential	yheTb3353_401	K07019 K07019; uncharacterized protein	531	584	705	701
non-essential	yheTb3353_545	K07019 K07019; uncharacterized protein	587	689	208	251
non-essential	yheTb3353_990	K07019 K07019; uncharacterized protein	619	624	393	527
non-essential	yheUb3354_185	K09898 K09898; uncharacterized protein	435	498	738	754
non-essential	prkBb3355_0	nan	459	485	190	241
non-essential	prkBb3355_240	nan	540	561	67	94
non-essential	prkBb3355_353	nan	435	457	524	613
non-essential	prkBb3355_459	nan	474	463	109	160
non-essential	prkBb3355_556	nan	625	677	687	795
non-essential	prkBb3355_674	nan	580	661	977	932
non-essential	prkBb3355_742	nan	573	648	652	677
non-essential	yhfAb3356_61	K07397 yhfA; putative redox protein	442	489	752	719
non-essential	yhfAb3356_141	K07397 yhfA; putative redox protein	492	528	881	869
non-essential	yhfAb3356_247	K07397 yhfA; putative redox protein	381	398	29	29
non-essential	yhfAb3356_329	K07397 yhfA; putative redox protein	520	555	13	29
non-essential	crpb3357_31	K10914 crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	466	466	3	8
non-essential	crpb3357_187	K10914 crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	492	525	6	17
non-essential	crpb3357_272	K10914 crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	581	694	720	841
non-essential	crpb3357_320	K10914 crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	513	546	15	25
non-essential	crpb3357_514	K10914 crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	475	436	5	5
non-essential	crpb3357_599	K10914 crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	438	446	0	8
non-essential	yhfKb3358_114	nan	430	440	336	447
non-essential	yhfKb3358_421	nan	515	537	752	784
non-essential	yhfKb3358_624	nan	585	612	741	766
non-essential	yhfKb3358_665	nan	525	589	611	744
non-essential	yhfKb3358_1047	nan	600	615	193	228
non-essential	yhfKb3358_1178	nan	405	409	352	432
non-essential	yhfKb3358_1446	nan	492	547	49	101
non-essential	yhfKb3358_1669	nan	627	611	21	31
non-essential	yhfKb3358_1744	nan	449	518	742	734
non-essential	yhfKb3358_1979	nan	461	504	413	477
non-essential	argDb3359_74	K00821 argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	405	443	409	479
non-essential	argDb3359_128	K00821 argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	394	446	554	520
non-essential	argDb3359_251	K00821 argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	535	595	832	774
non-essential	argDb3359_382	K00821 argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	411	406	442	505
non-essential	argDb3359_514	K00821 argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	571	607	858	844
non-essential	argDb3359_662	K00821 argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	376	388	512	510
non-essential	argDb3359_809	K00821 argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	334	366	427	470
non-essential	argDb3359_946	K00821 argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	342	366	82	103
non-essential	pabAb3360_17	K01664 pabA; para-aminobenzoate synthetase component II [EC:2.6.1.85]	466	447	561	574
non-essential	pabAb3360_402	K01664 pabA; para-aminobenzoate synthetase component II [EC:2.6.1.85]	384	402	622	656
non-essential	pabAb3360_485	K01664 pabA; para-aminobenzoate synthetase component II [EC:2.6.1.85]	515	553	599	603
non-essential	ficb3361_28	K04095 fic; cell filamentation protein	516	525	194	277
non-essential	ficb3361_183	K04095 fic; cell filamentation protein	611	656	955	963
non-essential	ficb3361_242	K04095 fic; cell filamentation protein	419	498	663	639
non-essential	ficb3361_363	K04095 fic; cell filamentation protein	561	578	788	802
non-essential	ficb3361_432	K04095 fic; cell filamentation protein	602	659	257	406
non-essential	ficb3361_552	K04095 fic; cell filamentation protein	575	607	945	895
non-essential	yhfGb3362_42	nan	479	546	380	443
non-essential	ppiAb3363_29	K03767 PPIA; peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]	558	561	761	805
non-essential	ppiAb3363_158	K03767 PPIA; peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]	351	407	269	242
non-essential	ppiAb3363_378	K03767 PPIA; peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]	400	417	455	502
non-essential	ppiAb3363_540	K03767 PPIA; peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]	435	418	654	597
non-essential	tsgAb3364_18	K06141 tsgA; MFS transporter, TsgA protein	494	540	344	453
non-essential	tsgAb3364_153	K06141 tsgA; MFS transporter, TsgA protein	417	430	533	571
non-essential	tsgAb3364_294	K06141 tsgA; MFS transporter, TsgA protein	362	381	167	190
non-essential	tsgAb3364_399	K06141 tsgA; MFS transporter, TsgA protein	445	511	210	279
non-essential	tsgAb3364_498	K06141 tsgA; MFS transporter, TsgA protein	364	356	321	375
non-essential	tsgAb3364_647	K06141 tsgA; MFS transporter, TsgA protein	478	515	438	498
non-essential	tsgAb3364_776	K06141 tsgA; MFS transporter, TsgA protein	313	338	4	6
non-essential	tsgAb3364_836	K06141 tsgA; MFS transporter, TsgA protein	483	535	27	44
non-essential	tsgAb3364_966	K06141 tsgA; MFS transporter, TsgA protein	320	394	115	164
non-essential	tsgAb3364_1111	K06141 tsgA; MFS transporter, TsgA protein	441	469	514	534
non-essential	nirBb3365_141	K00362 nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]	499	451	195	349
non-essential	nirBb3365_375	K00362 nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]	554	624	149	248
non-essential	nirBb3365_697	K00362 nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]	366	393	255	328
non-essential	nirBb3365_782	K00362 nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]	354	402	36	71
non-essential	nirBb3365_1034	K00362 nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]	601	630	381	465
non-essential	nirBb3365_1483	K00362 nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]	468	473	36	63
non-essential	nirBb3365_1754	K00362 nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]	466	490	572	693
non-essential	nirBb3365_2013	K00362 nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]	507	540	451	518
non-essential	nirBb3365_2280	K00362 nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]	558	539	200	343
non-essential	nirDb3366_0	K00363 nirD; nitrite reductase (NADH) small subunit [EC:1.7.1.15]	691	666	948	956
non-essential	nirDb3366_275	K00363 nirD; nitrite reductase (NADH) small subunit [EC:1.7.1.15]	437	507	623	749
non-essential	nirCb3367_123	K02598 nirC; nitrite transporter	453	487	477	489
non-essential	nirCb3367_226	K02598 nirC; nitrite transporter	455	459	634	695
non-essential	nirCb3367_459	K02598 nirC; nitrite transporter	487	527	527	561
non-essential	nirCb3367_538	K02598 nirC; nitrite transporter	411	446	581	616
non-essential	nirCb3367_699	K02598 nirC; nitrite transporter	481	538	771	855
non-essential	nirCb3367_773	K02598 nirC; nitrite transporter	281	315	16	19
non-essential	cysGb3368_291	K02302 cysG; uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	374	428	248	369
non-essential	cysGb3368_522	K02302 cysG; uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	519	542	186	298
non-essential	cysGb3368_594	K02302 cysG; uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	513	459	6	23
non-essential	cysGb3368_710	K02302 cysG; uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	429	472	418	515
non-essential	cysGb3368_999	K02302 cysG; uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	489	532	246	327
non-essential	cysGb3368_1127	K02302 cysG; uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	447	477	26	48
non-essential	cysGb3368_1299	K02302 cysG; uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	317	378	556	482
non-essential	yhfLb3369_41	nan	521	618	789	862
non-essential	frlAb3370_210	K19540 frlA; fructoselysine transporter	546	604	914	889
non-essential	frlAb3370_382	K19540 frlA; fructoselysine transporter	386	378	528	589
non-essential	frlAb3370_469	K19540 frlA; fructoselysine transporter	457	436	714	745
non-essential	frlAb3370_696	K19540 frlA; fructoselysine transporter	540	569	819	802
non-essential	frlAb3370_933	K19540 frlA; fructoselysine transporter	517	546	751	771
non-essential	frlAb3370_1024	K19540 frlA; fructoselysine transporter	369	372	556	573
non-essential	frlAb3370_1190	K19540 frlA; fructoselysine transporter	639	608	998	926
non-essential	frlAb3370_1249	K19540 frlA; fructoselysine transporter	496	551	715	792
non-essential	frlBb3371_16	K10708 frlB; fructoselysine 6-phosphate deglycase [EC:3.5.-.-]	425	457	612	683
non-essential	frlBb3371_128	K10708 frlB; fructoselysine 6-phosphate deglycase [EC:3.5.-.-]	373	379	582	598
non-essential	frlBb3371_270	K10708 frlB; fructoselysine 6-phosphate deglycase [EC:3.5.-.-]	422	431	622	663
non-essential	frlBb3371_410	K10708 frlB; fructoselysine 6-phosphate deglycase [EC:3.5.-.-]	464	503	662	640
non-essential	frlBb3371_557	K10708 frlB; fructoselysine 6-phosphate deglycase [EC:3.5.-.-]	482	552	780	785
non-essential	frlBb3371_673	K10708 frlB; fructoselysine 6-phosphate deglycase [EC:3.5.-.-]	413	381	671	653
non-essential	frlBb3371_781	K10708 frlB; fructoselysine 6-phosphate deglycase [EC:3.5.-.-]	512	568	858	884
non-essential	frlBb3371_954	K10708 frlB; fructoselysine 6-phosphate deglycase [EC:3.5.-.-]	447	483	661	585
non-essential	frlCb4474_51	K10709 frlC; fructoselysine 3-epimerase [EC:5.1.3.41]	411	444	673	632
non-essential	frlCb4474_130	K10709 frlC; fructoselysine 3-epimerase [EC:5.1.3.41]	592	695	1048	1082
non-essential	frlCb4474_214	K10709 frlC; fructoselysine 3-epimerase [EC:5.1.3.41]	170	187	251	213
non-essential	frlCb4474_395	K10709 frlC; fructoselysine 3-epimerase [EC:5.1.3.41]	509	555	759	833
non-essential	frlCb4474_455	K10709 frlC; fructoselysine 3-epimerase [EC:5.1.3.41]	437	452	700	653
non-essential	frlCb4474_602	K10709 frlC; fructoselysine 3-epimerase [EC:5.1.3.41]	535	554	832	901
non-essential	frlCb4474_727	K10709 frlC; fructoselysine 3-epimerase [EC:5.1.3.41]	554	641	908	817
non-essential	frlDb3374_7	K10710 frlD; fructoselysine 6-kinase [EC:2.7.1.218]	569	575	871	841
non-essential	frlDb3374_144	K10710 frlD; fructoselysine 6-kinase [EC:2.7.1.218]	656	679	1000	977
non-essential	frlDb3374_473	K10710 frlD; fructoselysine 6-kinase [EC:2.7.1.218]	300	325	393	431
non-essential	frlDb3374_512	K10710 frlD; fructoselysine 6-kinase [EC:2.7.1.218]	607	676	963	959
non-essential	frlRb3375_15	K10711 frlR; GntR family transcriptional regulator, frlABCD operon transcriptional regulator	452	493	356	468
non-essential	frlRb3375_117	K10711 frlR; GntR family transcriptional regulator, frlABCD operon transcriptional regulator	463	473	603	609
non-essential	frlRb3375_290	K10711 frlR; GntR family transcriptional regulator, frlABCD operon transcriptional regulator	426	461	224	276
non-essential	frlRb3375_408	K10711 frlR; GntR family transcriptional regulator, frlABCD operon transcriptional regulator	475	517	182	252
non-essential	frlRb3375_499	K10711 frlR; GntR family transcriptional regulator, frlABCD operon transcriptional regulator	615	634	276	461
non-essential	frlRb3375_629	K10711 frlR; GntR family transcriptional regulator, frlABCD operon transcriptional regulator	571	587	782	792
non-essential	frlRb3375_688	K10711 frlR; GntR family transcriptional regulator, frlABCD operon transcriptional regulator	294	326	419	401
non-essential	yhfSb3376_3	nan	499	504	824	707
